x,y,class_id,class_name,B02,B03,B04,B05,B06,B07,B08,B8A,B11,B12
647871.2594639228,5578179.515986711,10,Forest,0.03807978515625,0.0618459716796875,0.03132550048828125,0.08030680541992187,0.207410693359375,0.243179638671875,0.2606382080078125,0.261880908203125,0.1223958984375,0.059271221923828124
646499.3640212691,5584427.767573166,10,Forest,0.04680880432128906,0.06653980102539063,0.03607333068847656,0.06682050170898438,0.1581094970703125,0.188399462890625,0.20282440185546874,0.2080175537109375,0.09508242797851563,0.0525554931640625
643609.426437085,5589345.941407466,10,Forest,0.0309345947265625,0.04386211242675781,0.028865264892578124,0.06589118041992187,0.158999560546875,0.18680157470703124,0.18820609130859375,0.203462255859375,0.08486858520507813,0.04831409301757812
644155.8726834006,5584511.658003386,10,Forest,0.041148834228515625,0.07950629272460938,0.04518697204589844,0.12415899658203125,0.3683050537109375,0.435803271484375,0.462766845703125,0.46430634765625,0.2006037841796875,0.0995322265625
655613.751401535,5569147.382545746,10,Forest,0.0752160888671875,0.118607861328125,0.09546083374023437,0.44508720703125,0.4889365234375,0.502721923828125,0.2604235107421875,0.50527802734375,0.2007273681640625,0.1643004150390625
654189.6710763085,5570895.412440866,10,Forest,0.4328455078125,0.438179736328125,0.10995386962890626,0.16889754638671875,0.326020703125,0.3736451171875,0.441640966796875,0.393933642578125,0.200966455078125,0.11957354736328125
660812.762367678,5587032.540860159,10,Forest,0.06113952026367187,0.07656275024414062,0.07322109375,0.10870035400390625,0.2189018310546875,0.2505283447265625,0.258818896484375,0.270800048828125,0.1529948486328125,0.08955475463867188
658458.0255201769,5572050.437575465,10,Forest,0.0409897216796875,0.06342857055664063,0.04537336730957031,0.0907420166015625,0.221597119140625,0.25501171875,0.2263486083984375,0.2755251220703125,0.1442614990234375,0.07458178100585937
662174.6624584377,5582622.982633364,10,Forest,0.03002469787597656,0.04763907470703125,0.02797049560546875,0.07530767211914062,0.18935296630859375,0.220515185546875,0.21614052734375,0.23538115234375,0.09136622924804688,0.04848234558105469
645454.8339710283,5591139.644310938,10,Forest,0.0849,0.0859,0.04798521423339844,0.08700645141601562,0.16521541748046875,0.193358837890625,0.1923417724609375,0.206479052734375,0.11200355224609375,0.0679007568359375
662914.902271483,5566037.336182669,10,Forest,0.023124513244628907,0.03785920104980469,0.03450029296875,0.07068028564453124,0.17335203857421874,0.2027348876953125,0.190064404296875,0.2180294921875,0.1009924072265625,0.053238775634765624
